"","V1","V2","V3"
"16260",0.246,-0.301,"2"
"16261",-0.772,0.996,"2"
"16262",-0.990,0.948,"2"
"16263",0.183,-0.254,"2"
"16264",-1.742,-0.880,"2"
"16265",0.282,-0.237,"2"
"16266",-1.580,-0.776,"2"
"16267",0.641,0.493,"2"
"16268",-0.306,1.038,"2"
"16269",-1.437,-0.436,"2"
"16270",-1.305,0.980,"2"
"16271",0.796,0.598,"2"
"16272",0.045,-0.198,"2"
"16273",0.021,-0.116,"2"
"16274",0.051,-0.214,"2"
"16275",0.531,-0.161,"2"
"16276",0.603,0.220,"2"
"16277",0.157,0.550,"2"
"16278",0.263,-0.209,"2"
"16279",0.615,-0.243,"2"
"16280",-1.636,-0.086,"2"
"16281",-0.561,1.322,"2"
"16282",-1.582,0.796,"2"
"16283",-1.389,0.811,"2"
"16284",0.567,0.689,"2"
"16285",0.401,-0.173,"2"
"16286",0.268,-0.310,"2"
"16287",-0.020,-0.114,"2"
"16288",0.462,-0.242,"2"
"16289",0.623,-0.034,"2"
"16290",-0.024,-0.133,"2"
"16291",0.297,0.715,"2"
"16292",-1.513,0.180,"2"
"16293",0.532,0.079,"2"
"16294",0.219,-0.289,"2"
"16295",0.189,-0.310,"2"
"16296",-1.728,-0.648,"2"
"16297",-1.096,-1.689,"2"
"16298",0.531,0.004,"2"
"16299",-1.403,0.762,"2"
"16300",-1.259,0.029,"2"
"16301",0.338,-0.161,"2"
"16302",0.178,-0.336,"2"
"16303",-0.351,1.103,"2"
"16304",-0.087,1.241,"2"
"16305",-1.298,-1.149,"2"
"16306",0.390,0.548,"2"
"16307",0.897,0.612,"2"
"16308",0.239,0.975,"2"
"16309",-1.816,-0.290,"2"
"16310",0.617,0.114,"2"
"16311",-1.782,-0.582,"2"
"16312",0.478,1.144,"2"
"16313",0.599,0.083,"2"
"16314",0.483,0.829,"2"
"16315",-0.013,-0.072,"2"
"16316",-0.018,-0.056,"2"
"16317",-0.646,0.931,"2"
"16318",0.540,0.768,"2"
"16319",-0.988,1.028,"2"
"16320",0.531,0.034,"2"
"16321",-0.993,0.778,"2"
"16322",0.612,1.156,"2"
"16323",0.695,0.202,"2"
"16324",-1.214,0.825,"2"
"16325",-1.424,0.130,"2"
"16326",-1.220,-1.304,"2"
"16327",-1.451,0.291,"2"
"16328",-1.162,-1.824,"2"
"16329",0.012,1.185,"2"
"16330",-0.623,1.179,"2"
"16331",0.589,0.455,"2"
"16332",-1.202,-1.511,"2"
"16333",0.362,0.827,"2"
"16334",0.352,-0.282,"2"
"16335",-0.523,0.751,"2"
"16336",0.469,-0.224,"2"
"16337",0.444,-0.170,"2"
"16338",0.393,-0.145,"2"
"16339",0.698,0.578,"2"
"16340",-1.059,-1.424,"2"
"16341",0.434,-0.085,"2"
"16342",-1.359,-0.903,"2"
"16343",-1.453,-0.582,"2"
"16344",-0.462,0.986,"2"
"16345",-1.263,0.565,"2"
"16346",-1.194,-0.717,"2"
"16347",-0.308,1.057,"2"
"16348",0.780,0.467,"2"
"16349",0.798,0.165,"2"
"16350",0.814,0.356,"2"
"16351",0.680,0.109,"2"
"16352",0.190,1.004,"2"
"16353",-0.658,1.209,"2"
"16354",0.804,0.361,"2"
"16355",0.039,-0.147,"2"
"16356",0.390,-0.269,"2"
"16357",-1.144,-1.164,"2"
"16358",-0.198,1.123,"2"
"16359",0.068,-0.231,"2"
"16360",-1.254,-1.659,"2"
"16361",0.222,-0.269,"2"
"16362",-0.430,1.110,"2"
"16363",-1.610,-0.475,"2"
"16364",0.246,0.796,"2"
"16365",0.187,1.291,"2"
"16366",0.558,0.307,"2"
"16367",-0.912,0.907,"2"
"16368",-0.902,-1.325,"2"
"16369",-1.193,1.136,"2"
"16370",0.270,-0.233,"2"
"16371",-0.325,0.927,"2"
"16372",-0.017,-0.156,"2"
"16373",0.693,0.087,"2"
"16374",0.685,-0.143,"2"
"16375",0.032,0.897,"2"
"16376",0.407,0.780,"2"
"16377",0.550,-0.074,"2"
"16378",0.324,0.867,"2"
"16379",0.368,-0.184,"2"
"16380",0.685,-0.081,"2"
"16381",-0.542,0.999,"2"
"16382",-1.454,-1.073,"2"
"16383",-1.191,-0.168,"2"
"16384",0.470,-0.227,"2"
"16385",0.101,-0.275,"2"
"16386",-0.018,-0.062,"2"
"16387",-0.907,1.168,"2"
"16388",0.263,1.060,"2"
"16389",0.011,-0.157,"2"
"16390",-0.018,-0.073,"2"
"16391",-1.748,-1.107,"2"
"16392",0.017,-0.172,"2"
"16393",0.377,-0.249,"2"
"16394",0.407,-0.109,"2"
"16395",-0.141,0.882,"2"
"16396",0.115,-0.294,"2"
"16397",0.562,-0.144,"2"
"16398",-1.805,0.720,"2"
"16399",-0.089,1.003,"2"
"16400",0.132,1.019,"2"
"16401",0.524,-0.128,"2"
"16402",-0.012,-0.116,"2"
"16403",0.545,0.720,"2"
"16404",-0.241,0.902,"2"
"16405",0.188,-0.276,"2"
"16406",0.448,0.911,"2"
"16407",-0.020,-0.076,"2"
"16408",0.688,0.878,"2"
"16409",-0.962,-0.867,"2"
"16410",-0.009,-0.106,"2"
"16411",-1.079,-1.707,"2"
"16412",-0.048,0.778,"2"
"16413",-0.592,1.463,"2"
"16414",0.285,-0.332,"2"
"16415",-0.840,1.211,"2"
"16416",0.512,0.148,"2"
"16417",-1.297,0.487,"2"
"16418",-1.312,-1.475,"2"
"16419",-0.733,1.307,"2"
"16420",0.002,-0.124,"2"
"16421",-1.668,0.493,"2"
"16422",-0.012,-0.139,"2"
"16423",-1.386,0.613,"2"
"16424",-1.730,0.234,"2"
"16425",0.691,0.461,"2"
"16426",-0.158,1.026,"2"
"16427",-1.751,-0.244,"2"
"16428",0.289,-0.255,"2"
"16429",-0.575,1.296,"2"
"16430",-1.459,-0.791,"2"
"16431",0.401,0.695,"2"
"16432",-0.980,-1.157,"2"
"16433",0.615,0.459,"2"
"16434",-0.141,1.005,"2"
"16435",0.054,-0.256,"2"
"16436",0.503,-0.177,"2"
"16437",0.135,-0.334,"2"
"16438",-1.796,-0.480,"2"
"16439",-0.635,0.588,"2"
"16440",-0.011,-0.026,"2"
"16441",-1.428,0.251,"2"
"16442",0.502,0.362,"2"
"16443",-0.493,1.245,"2"
"16444",0.168,0.713,"2"
"16445",0.871,0.391,"2"
"16446",-1.278,-1.110,"2"
"16447",0.435,0.733,"2"
"16448",0.606,0.210,"2"
"16449",-1.647,-0.444,"2"
"16450",-0.778,0.824,"2"
"16451",0.156,0.998,"2"
"16452",0.706,0.033,"2"
"16453",0.331,-0.164,"2"
"16454",0.347,0.815,"2"
"16455",-0.102,1.026,"2"
"16456",-1.054,0.836,"2"
"16457",-1.073,-1.255,"2"
"16458",0.012,-0.152,"2"
"16459",-0.481,1.328,"2"
"16460",0.624,0.446,"2"
"16461",-0.021,-0.054,"2"
"16462",0.114,1.242,"2"
"16463",0.555,-0.016,"2"
"16464",-1.619,-0.036,"2"
"16465",-0.007,-0.023,"2"
"16466",0.038,-0.160,"2"
"16467",0.835,0.004,"2"
"16468",-1.569,-0.324,"2"
"16469",0.071,-0.218,"2"
"16470",-1.407,-0.567,"2"
"16471",0.665,0.041,"2"
"16472",-2.021,-1.390,"2"
"16473",-0.011,-0.024,"2"
"16474",-1.144,0.352,"2"
"16475",-1.607,0.642,"2"
"16476",-1.610,0.441,"2"
"16477",-0.023,-0.099,"2"
"16478",-0.872,0.710,"2"
"16479",-0.231,1.178,"2"
"16480",-0.021,-0.119,"2"
"16481",-1.150,-1.624,"2"
"16482",0.312,-0.318,"2"
"16483",0.151,-0.256,"2"
"16484",-0.011,-0.022,"2"
"16485",0.544,-0.243,"2"
"16486",0.687,0.444,"2"
"16487",-0.011,-0.024,"2"
"16488",-1.885,0.270,"2"
"16489",0.020,-0.198,"2"
"16490",-1.029,0.676,"2"
"16491",0.576,0.260,"2"
"16492",-0.073,1.172,"2"
"16493",-1.672,-0.955,"2"
"16494",-0.269,1.197,"2"
"16495",-1.011,-1.054,"2"
"16496",-1.563,0.071,"2"
"16497",-0.972,0.992,"2"
"16498",-1.169,-0.856,"2"
"16499",0.724,-0.011,"2"
"16500",-1.763,-0.783,"2"
"16501",0.702,0.563,"2"
"16502",-0.298,1.057,"2"
"16503",0.181,-0.303,"2"
"16504",0.225,-0.080,"2"
"16505",0.546,0.028,"2"
"16506",-1.332,0.382,"2"
"16507",-1.458,-1.592,"2"
"16508",0.543,0.641,"2"
"16509",-0.579,1.010,"2"
"16510",0.466,-0.182,"2"
"16511",0.074,-0.261,"2"
"16512",0.388,-0.140,"2"
"16513",-1.531,-0.004,"2"
"16514",0.382,0.827,"2"
"16515",-0.941,1.084,"2"
"16516",-1.441,-1.426,"2"
"16517",0.485,-0.155,"2"
"16518",0.451,-0.294,"2"
"16519",-1.636,-0.338,"2"
"16520",0.041,0.708,"2"
"16521",0.106,-0.188,"2"
"16522",0.012,-0.137,"2"
"16523",0.131,-0.206,"2"
"16524",-0.019,-0.065,"2"
"16525",-0.884,-1.493,"2"
"16526",0.489,-0.270,"2"
"16527",-0.908,0.823,"2"
"16528",0.207,0.702,"2"
"16529",-0.865,1.434,"2"
"16530",0.731,0.703,"2"
"16531",-1.341,-1.142,"2"
"16532",-1.111,1.055,"2"
"16533",0.088,1.088,"2"
"16534",-0.650,1.167,"2"
"16535",-0.570,0.907,"2"
"16536",0.752,0.033,"2"
"16537",-1.914,-0.994,"2"
"16538",-1.439,0.194,"2"
"16539",0.561,0.561,"2"
"16540",0.713,0.414,"2"
"16541",0.651,-0.084,"2"
"16542",-1.704,-0.145,"2"
"16543",-1.174,-1.485,"2"
"16544",-0.346,1.209,"2"
"16545",0.503,-0.110,"2"
"16546",0.324,-0.176,"2"
"16547",0.575,0.677,"2"
"16548",-1.409,0.676,"2"
"16549",0.411,0.741,"2"
"16550",-0.901,-1.522,"2"
"16551",-1.674,-0.105,"2"
"16552",-1.077,0.947,"2"
"16553",-1.492,-1.071,"2"
"16554",0.494,-0.144,"2"
"16555",0.004,-0.160,"2"
"16556",0.182,-0.280,"2"
"16557",-0.418,0.828,"2"
"16558",0.783,0.425,"2"
"16559",0.441,-0.050,"2"
"16560",0.380,0.904,"2"
"16561",-1.238,-0.508,"2"
"16562",-1.082,1.067,"2"
"16563",-1.196,-1.020,"2"
"16564",0.315,0.943,"2"
"16565",-1.158,-1.245,"2"
"16566",0.075,-0.243,"2"
"16567",-1.296,0.068,"2"
"16568",0.345,1.058,"2"
"16569",0.086,0.936,"2"
"16570",0.301,0.903,"2"
"16571",0.315,-0.184,"2"
"16572",0.547,-0.131,"2"
"16573",-1.682,-1.515,"2"
"16574",-1.424,0.357,"2"
"16575",-1.297,1.061,"2"
"16576",-0.005,-0.009,"2"
"16577",-0.017,-0.050,"2"
"16578",-1.749,-1.008,"2"
"16579",-1.078,0.448,"2"
"16580",0.696,-0.013,"2"
"16581",0.430,0.482,"2"
"16582",-1.421,-0.974,"2"
"16583",0.619,0.001,"2"
"16584",0.856,0.365,"2"
"16585",-2.029,-0.528,"2"
"16586",0.238,-0.291,"2"
"16587",0.587,0.726,"2"
"16588",0.679,0.422,"2"
"16589",0.643,0.670,"2"
"16590",-1.145,0.739,"2"
"16591",0.105,-0.210,"2"
"16592",0.180,-0.324,"2"
"16593",-0.180,1.291,"2"
"16594",-0.265,1.087,"2"
"16595",-1.284,0.842,"2"
"16596",-1.351,-1.183,"2"
"16597",-0.928,1.251,"2"
"16598",0.298,-0.250,"2"
"16599",-1.095,0.870,"2"
"16600",0.032,-0.202,"2"
"16601",-0.006,-0.013,"2"
"16602",0.347,-0.206,"2"
"16603",-1.359,0.275,"2"
"16604",0.114,-0.259,"2"
"16605",-1.096,-0.354,"2"
"16606",0.350,-0.271,"2"
"16607",-1.674,0.330,"2"
"16608",-0.017,-0.052,"2"
"16609",0.567,0.016,"2"
"16610",-0.458,0.934,"2"
"16611",0.681,0.497,"2"
"16612",0.426,-0.182,"2"
"16613",0.674,0.601,"2"
"16614",-0.077,0.830,"2"
"16615",-1.566,-1.269,"2"
"16616",-0.335,1.258,"2"
"16617",-1.638,-0.394,"2"
"16618",-0.913,-1.537,"2"
"16619",-0.005,-0.010,"2"
"16620",0.211,0.891,"2"
"16621",0.229,-0.362,"2"
"16622",-0.016,-0.052,"2"
"16623",-0.263,0.945,"2"
"16624",-1.279,0.735,"2"
"16625",0.730,-0.170,"2"
"16626",-1.126,0.710,"2"
"16627",0.272,-0.313,"2"
"16628",-1.483,0.515,"2"
"16629",0.599,0.323,"2"
"16630",0.657,0.542,"2"
"16631",-0.945,-1.058,"2"
"16632",-0.289,1.358,"2"
"16633",-0.025,1.234,"2"
"16634",-0.024,-0.091,"2"
"16635",0.067,-0.267,"2"
"16636",0.000,1.142,"2"
"16637",-1.527,1.043,"2"
"16638",-1.831,-0.364,"2"
"16639",-1.670,0.241,"2"
"16640",-0.104,0.875,"2"
"16641",-1.078,0.501,"2"
"16642",0.289,-0.308,"2"
"16643",0.562,0.168,"2"
"16644",0.495,0.152,"2"
"16645",-1.515,0.326,"2"
"16646",-0.015,-0.079,"2"
"16647",0.210,-0.328,"2"
"16648",-1.151,0.840,"2"
"16649",0.053,-0.205,"2"
"16650",0.493,0.232,"2"
"16651",0.067,-0.248,"2"
"16652",-0.798,-1.169,"2"
"16653",0.193,-0.175,"2"
"16654",-0.955,-0.982,"2"
"16655",-1.496,0.428,"2"
"16656",0.256,-0.265,"2"
"16657",-0.185,1.349,"2"
"16658",0.331,0.735,"2"
"16659",0.340,1.177,"2"
"16660",-0.012,-0.149,"2"
"16661",-1.590,-2.104,"2"
"16662",-0.026,0.944,"2"
"16663",-0.886,0.881,"2"
"16664",0.051,-0.220,"2"
"16665",-0.015,-0.068,"2"
"16666",0.225,-0.225,"2"
"16667",-0.332,0.821,"2"
"16668",0.110,0.786,"2"
"16669",-1.333,-1.192,"2"
"16670",-0.013,-0.029,"2"
"16671",0.148,-0.313,"2"
"16672",-1.615,-0.512,"2"
"16673",0.356,-0.181,"2"
"16674",0.642,-0.124,"2"
"16675",-1.677,-0.747,"2"
"16676",-1.528,-1.201,"2"
"16677",-0.962,0.979,"2"
"16678",-0.999,-1.279,"2"
"16679",0.118,-0.316,"2"
"16680",0.036,1.283,"2"
"16681",-1.288,-0.685,"2"
"16682",0.579,0.363,"2"
"16683",0.818,0.234,"2"
"16684",0.362,-0.215,"2"
"16685",-1.049,-1.808,"2"
"16686",0.044,-0.202,"2"
"16687",-0.020,-0.058,"2"
"16688",0.681,0.187,"2"
"16689",-0.628,0.920,"2"
"16690",0.021,-0.177,"2"
"16691",0.110,-0.271,"2"
"16692",-0.016,-0.071,"2"
"16693",0.245,-0.294,"2"
"16694",0.518,0.308,"2"
"16695",0.690,0.119,"2"
"16696",0.743,0.279,"2"
"16697",0.373,0.956,"2"
"16698",0.595,0.471,"2"
"16699",0.013,0.703,"2"
"16700",-0.731,1.203,"2"
"16701",0.225,-0.313,"2"
"16702",0.491,-0.030,"2"
"16703",-1.418,-1.766,"2"
"16704",-0.166,1.017,"2"
"16705",0.161,-0.266,"2"
"16706",0.070,1.481,"2"
"16707",-1.300,0.435,"2"
"16708",0.535,0.948,"2"
"16709",-0.016,-0.040,"2"
"16710",0.153,1.069,"2"
"16711",0.501,0.554,"2"
"16712",-1.352,-0.910,"2"
"16713",-1.047,0.904,"2"
"16714",0.470,-0.024,"2"
"16715",0.317,-0.079,"2"
"16716",-0.630,0.954,"2"
"16717",0.444,0.493,"2"
"16718",0.542,0.345,"2"
"16719",0.141,0.996,"2"
"16720",0.434,0.852,"2"
"16721",-1.231,-0.524,"2"
"16722",-1.145,0.837,"2"
"16723",0.910,0.332,"2"
"16724",-0.015,-0.060,"2"
"16725",0.056,1.148,"2"
"16726",-1.753,-0.616,"2"
"16727",0.045,1.105,"2"
"16728",-1.019,-0.993,"2"
"16729",0.143,-0.234,"2"
"16730",0.580,0.062,"2"
"16731",0.783,0.601,"2"
"16732",0.658,-0.154,"2"
"16733",-0.937,0.890,"2"
"16734",-0.554,1.206,"2"
"16735",-1.321,0.278,"2"
"16736",-1.283,0.432,"2"
"16737",-1.195,0.339,"2"
"16738",0.519,0.027,"2"
"16739",0.223,0.769,"2"
"16740",0.776,0.523,"2"
"16741",-1.021,0.330,"2"
"16742",0.280,-0.275,"2"
"16743",0.688,0.314,"2"
"16744",0.024,-0.193,"2"
"16745",-1.596,-0.474,"2"
"16746",-1.306,-0.286,"2"
"16747",0.083,-0.228,"2"
"16748",-0.098,1.437,"2"
"16749",0.244,0.889,"2"
"16750",-1.611,1.057,"2"
"16751",-1.932,-0.202,"2"
"16752",0.464,0.457,"2"
"16753",0.162,-0.281,"2"
"16754",-0.147,0.865,"2"
"16755",-0.842,1.350,"2"
"16756",0.622,-0.179,"2"
"16757",-0.006,1.002,"2"
"16758",0.492,0.794,"2"
"16759",0.007,-0.170,"2"
"16760",0.063,-0.245,"2"
"16761",0.402,-0.193,"2"
"16762",-1.597,0.201,"2"
"16763",-1.507,0.839,"2"
"16764",-0.956,0.591,"2"
"16765",0.491,0.806,"2"
"16766",0.163,-0.277,"2"
"16767",-1.093,0.845,"2"
"16768",-1.754,-1.014,"2"
"16769",0.261,0.572,"2"
"16770",0.629,0.411,"2"
"16771",-1.208,0.003,"2"
"16772",-0.584,1.216,"2"
"16773",0.371,-0.063,"2"
"16774",-0.927,1.037,"2"
"16775",0.005,0.671,"2"
"16776",0.394,1.060,"2"
"16777",-1.644,-0.142,"2"
"16778",-0.012,-0.026,"2"
"16779",0.701,0.221,"2"
"16780",0.068,1.448,"2"
"16781",-0.964,0.866,"2"
"16782",0.510,0.090,"2"
"16783",0.667,0.144,"2"
"16784",0.424,0.684,"2"
"16785",0.802,0.431,"2"
"16786",0.515,-0.009,"2"
"16787",-1.535,-0.194,"2"
"16788",-1.383,-1.034,"2"
"16789",0.153,0.918,"2"
"16790",-0.020,0.939,"2"
"16791",-1.655,-0.724,"2"
"16792",0.471,0.333,"2"
"16793",0.300,-0.266,"2"
"16794",0.469,-0.201,"2"
"16795",0.691,0.369,"2"
"16796",-1.308,-0.141,"2"
"16797",-1.226,0.483,"2"
"16798",-0.594,1.285,"2"
"16799",0.681,0.204,"2"
"16800",0.096,-0.157,"2"
"16801",0.537,-0.146,"2"
"16802",-0.018,-0.113,"2"
"16803",0.162,-0.239,"2"
"16804",-0.431,1.550,"2"
"16805",0.036,-0.202,"2"
"16806",0.482,-0.034,"2"
"16807",0.718,0.128,"2"
"16808",0.178,-0.329,"2"
"16809",-0.709,-1.057,"2"
"16810",-1.176,-0.335,"2"
"16811",-1.722,-0.339,"2"
"16812",-1.359,0.437,"2"
"16813",0.250,-0.255,"2"
"16814",0.362,1.153,"2"
"16815",0.784,-0.035,"2"
"16816",-1.914,-0.777,"2"
"16817",-1.667,-0.432,"2"
"16818",-1.303,0.557,"2"
"16819",0.348,0.939,"2"
"16820",0.370,-0.192,"2"
"16821",0.746,0.216,"2"
"16822",-0.015,-0.124,"2"
"16823",0.115,0.995,"2"
"16824",0.193,-0.235,"2"
"16825",-1.300,0.806,"2"
"16826",0.546,0.347,"2"
"16827",-0.007,-0.073,"2"
"16828",0.677,-0.011,"2"
"16829",-1.243,0.759,"2"
"16830",0.385,0.860,"2"
"16831",-1.034,-1.510,"2"
"16832",0.257,1.064,"2"
"16833",-1.925,-1.478,"2"
"16834",-0.731,0.780,"2"
"16835",-1.229,1.047,"2"
"16836",0.604,0.624,"2"
"16837",-0.009,-0.021,"2"
"16838",-0.914,0.647,"2"
"16839",0.367,-0.179,"2"
"16840",0.684,0.277,"2"
"16841",-1.166,-1.364,"2"
"16842",-0.014,1.120,"2"
"16843",-0.693,0.987,"2"
"16844",0.867,0.216,"2"
"16845",-1.114,-1.458,"2"
"16846",-0.005,-0.010,"2"
"16847",-0.196,1.180,"2"
"16848",-1.402,0.989,"2"
"16849",0.658,1.010,"2"
"16850",-0.021,-0.060,"2"
"16851",-1.654,0.011,"2"
"16852",-1.138,-0.365,"2"
"16853",0.186,0.985,"2"
"16854",0.029,1.261,"2"
"16855",-1.092,-0.496,"2"
"16856",-1.683,0.579,"2"
"16857",0.622,-0.028,"2"
"16858",-1.688,-1.526,"2"
"16859",0.628,-0.059,"2"
"16860",-1.196,0.963,"2"
"16861",0.397,0.412,"2"
"16862",-0.013,-0.088,"2"
"16863",0.596,0.709,"2"
"16864",-0.078,1.119,"2"
"16865",0.106,-0.267,"2"
"16866",0.012,-0.196,"2"
"16867",0.450,-0.099,"2"
"16868",0.063,-0.185,"2"
"16869",0.337,-0.302,"2"
"16870",0.626,0.183,"2"
"16871",0.493,0.755,"2"
"16872",0.381,0.931,"2"
"16873",0.041,-0.234,"2"
"16874",0.611,-0.131,"2"
"16875",0.229,-0.269,"2"
"16876",0.633,-0.004,"2"
"16877",-1.210,0.918,"2"
"16878",0.052,1.316,"2"
"16879",0.057,1.270,"2"
"16880",-1.313,-0.636,"2"
"16881",0.474,0.384,"2"
"16882",-0.953,0.079,"2"
"16883",0.465,0.842,"2"
"16884",0.354,0.695,"2"
"16885",-1.500,0.552,"2"
"16886",-0.182,0.975,"2"
"16887",0.224,-0.245,"2"
"16888",-1.439,0.313,"2"
"16889",0.347,-0.212,"2"
"16890",-1.073,0.969,"2"
"16891",0.808,0.540,"2"
"16892",-0.076,1.228,"2"
"16893",0.084,-0.244,"2"
"16894",-0.493,0.592,"2"
"16895",-1.521,-0.971,"2"
"16896",0.347,-0.336,"2"
"16897",-0.021,-0.099,"2"
"16898",0.756,-0.008,"2"
"16899",-0.418,0.801,"2"
"16900",0.455,-0.327,"2"
"16901",0.237,-0.319,"2"
"16902",-0.781,0.759,"2"
"16903",-0.009,-0.106,"2"
"16904",0.675,-0.009,"2"
"16905",-1.439,0.286,"2"
"16906",0.109,1.058,"2"
"16907",0.143,1.105,"2"
"16908",-0.508,-0.857,"2"
"16909",-1.654,-1.483,"2"
"16910",0.652,0.046,"2"
"16911",0.158,0.935,"2"
"16912",-1.314,-0.109,"2"
"16913",-1.415,-0.940,"2"
"16914",-0.339,1.105,"2"
"16915",-0.464,0.788,"2"
"16916",-0.987,0.773,"2"
"16917",-1.532,0.204,"2"
"16918",0.317,-0.365,"2"
"16919",-0.015,-0.120,"2"
"16920",-0.700,1.174,"2"
"16921",-1.935,-0.874,"2"
"16922",-0.000,-0.000,"2"
"16923",-0.634,1.023,"2"
"16924",0.028,-0.177,"2"
"16925",0.487,0.439,"2"
"16926",0.693,-0.025,"2"
"16927",0.249,0.498,"2"
"16928",0.509,-0.350,"2"
"16929",0.496,-0.196,"2"
"16930",0.703,0.379,"2"
"16931",0.793,0.278,"2"
"16932",0.560,-0.130,"2"
"16933",-0.019,-0.049,"2"
"16934",-1.362,0.948,"2"
"16935",0.370,0.366,"2"
"16936",-0.019,-0.101,"2"
"16937",-0.810,-0.514,"2"
"16938",-0.577,0.986,"2"
"16939",0.554,0.190,"2"
"16940",-0.933,1.174,"2"
"16941",-0.008,-0.017,"2"
"16942",0.520,0.338,"2"
"16943",-0.011,-0.155,"2"
"16944",0.531,-0.181,"2"
"16945",-1.457,-1.305,"2"
"16946",-1.280,-0.568,"2"
"16947",0.720,-0.162,"2"
"16948",-1.695,-0.713,"2"
"16949",0.068,-0.181,"2"
"16950",0.531,0.611,"2"
"16951",-1.567,-0.466,"2"
"16952",0.700,0.518,"2"
"16953",0.515,0.401,"2"
"16954",-1.280,-1.131,"2"
"16955",0.524,0.741,"2"
"16956",0.324,-0.243,"2"
"16957",-1.382,0.223,"2"
"16958",0.204,-0.278,"2"
"16959",0.232,-0.224,"2"
"16960",-1.199,0.962,"2"
"16961",-0.005,-0.151,"2"
"16962",-0.358,1.013,"2"
"16963",-1.587,-0.812,"2"
"16964",-1.809,-0.804,"2"
"16965",-1.220,-0.026,"2"
"16966",0.517,-0.033,"2"
"16967",-1.372,-0.502,"2"
"16968",0.072,-0.250,"2"
"16969",0.557,0.126,"2"
"16970",-0.208,1.019,"2"
"16971",0.094,-0.263,"2"
"16972",0.695,0.066,"2"
"16973",-1.247,-1.416,"2"
"16974",-1.350,-0.497,"2"
"16975",-0.004,-0.185,"2"
"16976",0.530,0.690,"2"
"16977",0.351,-0.126,"2"
"16978",0.398,-0.253,"2"
"16979",-0.010,-0.154,"2"
"16980",0.153,0.991,"2"
"16981",0.748,0.153,"2"
"16982",-1.581,-0.385,"2"
"16983",-1.203,-1.390,"2"
"16984",-1.587,-0.921,"2"
"16985",0.887,0.136,"2"
"16986",0.218,-0.274,"2"
"16987",-1.993,-0.307,"2"
"16988",0.767,0.042,"2"
"16989",0.251,0.653,"2"
"16990",-0.682,1.379,"2"
"16991",0.291,-0.227,"2"
"16992",0.007,-0.142,"2"
"16993",-0.010,-0.021,"2"
"16994",0.617,0.380,"2"
"16995",0.503,0.766,"2"
"16996",-1.149,0.667,"2"
"16997",-0.428,0.868,"2"
"16998",0.617,0.116,"2"
"16999",0.811,0.008,"2"
"17000",0.599,0.112,"2"
"17001",0.034,-0.215,"2"
"17002",-0.007,-0.127,"2"
"17003",-0.014,-0.091,"2"
"17004",0.368,-0.305,"2"
"17005",0.690,0.154,"2"
"17006",0.498,-0.153,"2"
"17007",0.585,-0.006,"2"
"17008",-1.064,1.114,"2"
"17009",0.857,0.244,"2"
"17010",-0.880,0.675,"2"
"17011",0.406,-0.270,"2"
"17012",0.679,0.527,"2"
"17013",0.737,0.725,"2"
"17014",0.626,0.287,"2"
"17015",0.203,-0.297,"2"
"17016",0.112,0.986,"2"
"17017",-0.016,-0.041,"2"
"17018",-0.625,1.021,"2"
"17019",0.176,-0.327,"2"
"17020",-0.012,-0.026,"2"
"17021",0.112,-0.231,"2"
"17022",0.071,-0.255,"2"
"17023",-0.446,0.901,"2"
"17024",0.195,1.027,"2"
"17025",0.429,-0.271,"2"
"17026",0.434,0.592,"2"
"17027",0.342,-0.381,"2"
"17028",-0.751,1.032,"2"
"17029",-1.056,0.524,"2"
"17030",0.463,0.692,"2"
"17031",-0.892,0.738,"2"
"17032",-0.458,1.163,"2"
"17033",0.224,-0.218,"2"
"17034",-1.041,-0.481,"2"
"17035",-1.344,0.451,"2"
"17036",0.601,0.159,"2"
"17037",-2.413,0.037,"2"
"17038",0.313,-0.184,"2"
"17039",-1.239,0.085,"2"
"17040",0.788,0.444,"2"
"17041",-0.879,1.001,"2"
"17042",-1.179,0.484,"2"
"17043",-0.022,-0.105,"2"
"17044",-1.443,-0.488,"2"
"17045",0.311,0.845,"2"
"17046",-0.307,1.117,"2"
"17047",0.742,0.150,"2"
"17048",0.197,0.980,"2"
"17049",-0.054,0.849,"2"
"17050",0.421,0.667,"2"
"17051",-1.484,0.057,"2"
"17052",0.588,0.349,"2"
"17053",0.587,0.050,"2"
"17054",0.257,-0.267,"2"
"17055",0.116,-0.297,"2"
"17056",0.107,0.905,"2"
"17057",0.509,-0.362,"2"
"17058",-0.037,1.566,"2"
"17059",0.180,-0.256,"2"
"17060",-2.034,0.066,"2"
"17061",0.519,0.599,"2"
"17062",0.033,-0.165,"2"
"17063",0.269,-0.257,"2"
"17064",0.563,0.098,"2"
"17065",-1.331,-0.703,"2"
"17066",0.096,-0.169,"2"
"17067",-1.064,-1.647,"2"
"17068",-1.508,-0.054,"2"
"17069",-0.240,1.480,"2"
"17070",0.848,0.254,"2"
"17071",0.118,-0.249,"2"
"17072",0.367,-0.296,"2"
"17073",-1.740,-0.787,"2"
"17074",-0.168,0.853,"2"
"17075",-1.573,0.279,"2"
"17076",0.748,-0.068,"2"
"17077",0.306,-0.153,"2"
"17078",0.429,-0.203,"2"
"17079",-0.923,-1.313,"2"
"17080",0.799,0.621,"2"
"17081",0.209,1.075,"2"
"17082",0.449,-0.061,"2"
"17083",0.516,-0.257,"2"
